Provinsi,Kabupaten/Kota,Kecamatan,Name with Street,Original Name,Street Detail,Full Address Info,Latitude,Longitude
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KLN MELAWAI - Jl. Melawai Raya No.75 3, RT.3/RW.1",ATM BNI KLN MELAWAI,"Jl. Melawai Raya No.75 3, RT.3/RW.1","3,0 (2) ATM ATM · Jl. Melawai Raya No.75 3, RT.3/RW.1 (021) 57899999 (021) 57899999",-6.2457269,106.8015116
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. Kyai Maja, RT.4/RW.8",ATM BNI,"Jl. Kyai Maja, RT.4/RW.8","4,0 (1) ATM ATM · QQ6V+4FJ, Rumah Sakit Pusat Pertamina, Jl. Kyai Maja, RT.4/RW.8 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2396569,106.7936476
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI BRAWIJAYA WOMEN HOSPITAL - Jl. Taman Brawijaya No.1, RT.3/RW.3",ATM BNI BRAWIJAYA WOMEN HOSPITAL,"Jl. Taman Brawijaya No.1, RT.3/RW.3","3,0 (2) ATM ATM · Jl. Taman Brawijaya No.1, RT.3/RW.3 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2574112,106.8075451
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KLN BLOK M - Jl. Sultan Hasanudin, RT.6/RW.2",ATM BNI KLN BLOK M,"Jl. Sultan Hasanudin, RT.6/RW.2","Tidak ada ulasan ATM ATM · Jl. Sultan Hasanudin, RT.6/RW.2 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 57899999",-6.2431253,106.8028921
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI Senopati Office 8 - Jalan Raya Senopati No.8D, Lantai Dasar Office Resident 8, Senayan, Kebayoran Baru, RT.8/RW.3",ATM BNI Senopati Office 8,"Jalan Raya Senopati No.8D, Lantai Dasar Office Resident 8, Senayan, Kebayoran Baru, RT.8/RW.3","Tidak ada ulasan ATM ATM · Jalan Raya Senopati No.8D, Lantai Dasar Office Resident 8, Senayan, Kebayoran Baru, RT.8/RW.3 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 500046",-6.2291894,106.8058035
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI RM. TERAS GANDARIA - Jl. Duku Raya, RT.10/RW.6",ATM BNI RM. TERAS GANDARIA,"Jl. Duku Raya, RT.10/RW.6","Tidak ada ulasan ATM ATM · Jl. Duku Raya, RT.10/RW.6 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 57899999",-6.2439416,106.7841751
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KLN BLOK M - Jl. Sultan Hasanuddin Dalam, RT.6/RW.6",ATM BNI KLN BLOK M,"Jl. Sultan Hasanuddin Dalam, RT.6/RW.6","5,0 (1) ATM ATM · Jl. Sultan Hasanuddin Dalam, RT.6/RW.6 (021) 57899999 (021) 57899999",-6.2441079,106.7975004
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI RM Teras Gandaria - Jl. KH. Moh. Syafi'i Hadzami No.5 5, RT.5/RW.9",ATM BNI RM Teras Gandaria,"Jl. KH. Moh. Syafi'i Hadzami No.5 5, RT.5/RW.9","Tidak ada ulasan ATM ATM · Jl. KH. Moh. Syafi'i Hadzami No.5 5, RT.5/RW.9 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2458393,106.7848533
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI Indomaret Haji Jian - Jl. H. Jian No.81 1, RT.1/RW.7",ATM BNI Indomaret Haji Jian,"Jl. H. Jian No.81 1, RT.1/RW.7","Tidak ada ulasan ATM ATM · Jl. H. Jian No.81 1, RT.1/RW.7 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2621318,106.8056654
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KK PAKUBUWONO - Jl. Pakubuwono VI No.6, RT.3/RW.3",ATM BNI KK PAKUBUWONO,"Jl. Pakubuwono VI No.6, RT.3/RW.3","Tidak ada ulasan ATM ATM · Jl. Pakubuwono VI No.6, RT.3/RW.3 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 500046",-6.235728,106.790743
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,ATM BNI KLN WIJAYA GRAND CENTER-NON TUNAI - RT.6/RW.1,ATM BNI KLN WIJAYA GRAND CENTER-NON TUNAI,RT.6/RW.1,"Tidak ada ulasan ATM ATM · Grand Wijaya Blok F Kebayoran, RT.6/RW.1 (021) 57899999 (021) 57899999",-6.2536598,106.8000806
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. Pattimura, RT.2/RW.1",ATM BNI,"Jl. Pattimura, RT.2/RW.1","Tidak ada ulasan ATM ATM · Kementerian Pekerjaan Umum, Kementerian Pekerjaan Umum Indonesia, Jalan Pattimura No.20, Kebayoran Baru, Jl. Pattimura, RT.2/RW.1 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 57899999",-6.2365582,106.8004373
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI YANMA POLRI (MABES) - Jl. Trunojoyo No.3 2, RT.2/RW.1",ATM BNI YANMA POLRI (MABES),"Jl. Trunojoyo No.3 2, RT.2/RW.1","Tidak ada ulasan ATM ATM · Jl. Trunojoyo No.3 2, RT.2/RW.1 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 57899999",-6.2387081,106.8013486
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,ATM Link BNI - RT.6/RW.5,ATM Link BNI,RT.6/RW.5,"Tidak ada ulasan ATM ATM · 6, RT.6/RW.5 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2612311,106.7968231
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KLN Duta Mas Fatmawati - Jl. RS. Fatmawati Raya Blok Husen No.24, RT.5/RW.9",ATM BNI KLN Duta Mas Fatmawati,"Jl. RS. Fatmawati Raya Blok Husen No.24, RT.5/RW.9","Tidak ada ulasan ATM ATM · Jl. RS. Fatmawati Raya Blok Husen No.24, RT.5/RW.9 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2616224,106.7968668
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. Abdul Majid Raya No.33 1, RT.1/RW.2",ATM BNI,"Jl. Abdul Majid Raya No.33 1, RT.1/RW.2","2,0 (1) ATM ATM · Jl. Abdul Majid Raya No.33 1, RT.1/RW.2 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 1500046",-6.2670828,106.8020502
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"BNI - Jl. Melawai 9 No.48 3, RT.3/RW.1",BNI,"Jl. Melawai 9 No.48 3, RT.3/RW.1","Tidak ada ulasan ATM ATM · Jl. Melawai 9 No.48 3, RT.3/RW.1 (021) 2700947 (021) 2700947",-6.2449268,106.8011764
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jalan Kebayoran Lama, RT.2/RW.1, Kebayoran Lama Utara, Kebayoran Lama, RT.3/RW.1",ATM BNI,"Jalan Kebayoran Lama, RT.2/RW.1, Kebayoran Lama Utara, Kebayoran Lama, RT.3/RW.1","5,0 (1) ATM ATM · Pasar Kebayoran Lama, Jalan Kebayoran Lama, RT.2/RW.1, Kebayoran Lama Utara, Kebayoran Lama, RT.3/RW.1 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 1500046",-6.236931,106.7808936
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,Bni - RT.1/RW.16,Bni,RT.1/RW.16,"5,0 (1) ATM ATM · PQJM+HWP, RT.1/RW.16 1 500 046 1 500 046",-6.2685474,106.7848178
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI AYAM BULUNGAN - Jl. Bulungan, RT.1/RW.6",ATM BNI AYAM BULUNGAN,"Jl. Bulungan, RT.1/RW.6","4,0 (1) Bank Bank · Jl. Bulungan, RT.1/RW.6 (021) 57899999 (021) 57899999",-6.2441139,106.7967833
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KK PASAR MAYESTIK(KK)-CDM - Jl. Tebah Raya No.3, RT.13/RW.3",ATM BNI KK PASAR MAYESTIK(KK)-CDM,"Jl. Tebah Raya No.3, RT.13/RW.3","4,2 (14) ATM ATM · Jl. Tebah Raya No.3, RT.13/RW.3 Tutup ⋅ Buka Sen pukul 08.00 · (021) 57899999",-6.2393882,106.7916083
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. RS. Fatmawati Raya, RT.6/RW.5",ATM BNI,"Jl. RS. Fatmawati Raya, RT.6/RW.5","3,5 (2) ATM ATM · PQJW+QXQ, Jl. RS. Fatmawati Raya, RT.6/RW.5 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2680377,106.7974991
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI RS. PERTAMINA - Jl. Kyai Maja No.43 4, RT.4/RW.8",ATM BNI RS. PERTAMINA,"Jl. Kyai Maja No.43 4, RT.4/RW.8","5,0 (1) ATM ATM · Jl. Kyai Maja No.43 4, RT.4/RW.8 (021) 57899999 (021) 57899999",-6.2403204,106.7930579
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. Gandaria 1 No.27 1, RT.1/RW.9",ATM BNI,"Jl. Gandaria 1 No.27 1, RT.1/RW.9","Tidak ada ulasan ATM ATM · Jl. Gandaria 1 No.27 1, RT.1/RW.9",-6.244245,106.7881269
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KLN GANDARIA - Jl. Gandaria Tengah III No.21 4, RT.4/RW.3",ATM BNI KLN GANDARIA,"Jl. Gandaria Tengah III No.21 4, RT.4/RW.3","4,6 (40) ATM ATM · Jl. Gandaria Tengah III No.21 4, RT.4/RW.3 Tutup ⋅ Buka Sen pukul 08.00 · (021) 57899999",-6.2466379,106.7902205
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,ATM BNI Kementerian ATR/BPN - RT.2/RW.1,ATM BNI Kementerian ATR/BPN,RT.2/RW.1,"Tidak ada ulasan ATM ATM · QQ6X+MF2, Jakarta Selatan, RT.2/RW.1 Buka ⋅ Tutup pukul 21.30",-6.238359,106.7986498
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. RS. Fatmawati Raya, RT.3/RW.2",ATM BNI,"Jl. RS. Fatmawati Raya, RT.3/RW.2","Tidak ada ulasan ATM ATM · Duta Mas Blok B, No.39, Jl. RS. Fatmawati Raya, RT.3/RW.2 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 500046",-6.264141,106.7965848
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"Bank Negara Indonesia (BNI) - Jl. Bulungan No.76, RT.6/RW.6",Bank Negara Indonesia (BNI),"Jl. Bulungan No.76, RT.6/RW.6","Tidak ada ulasan ATM ATM · Jl. Bulungan No.76, RT.6/RW.6 (021) 7209288 (021) 7209288",-6.2443298,106.7976647
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. Raya Kby. Lama No.17A 1, RT.1/RW.11",ATM BNI,"Jl. Raya Kby. Lama No.17A 1, RT.1/RW.11","3,7 (3) ATM ATM · Jl. Raya Kby. Lama No.17A 1, RT.1/RW.11 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2319769,106.7800277
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,ATM BNI KK KEMANG RAYA - RT.5/RW.7,ATM BNI KK KEMANG RAYA,RT.5/RW.7,"Tidak ada ulasan ATM ATM · 5, RT.5/RW.7 (021) 57899999 (021) 57899999",-6.2512243,106.8030201
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI BLOK M SQUARE 3 - Jl. Melawai Raya No.3, RT.3/RW.1",ATM BNI BLOK M SQUARE 3,"Jl. Melawai Raya No.3, RT.3/RW.1","Tidak ada ulasan ATM ATM · Bl. M Square, Jl. Melawai Raya No.3, RT.3/RW.1 (021) 57899999 (021) 57899999",-6.245647,106.8001601
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KK SANTA-NON TUNAI - Jl. Wolter Monginsidi No.64 B, RT.2/RW.4",ATM BNI KK SANTA-NON TUNAI,"Jl. Wolter Monginsidi No.64 B, RT.2/RW.4","Tidak ada ulasan ATM ATM · Jl. Wolter Monginsidi No.64 B, RT.2/RW.4 (021) 57899999 (021) 57899999",-6.2393077,106.8113739
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI APARTEMEN PAKUBUWONO - Jl. Pakubuwono VI Jl. Kebayoran Baru No.68 8, RT.3/RW.1",ATM BNI APARTEMEN PAKUBUWONO,"Jl. Pakubuwono VI Jl. Kebayoran Baru No.68 8, RT.3/RW.1","5,0 (1) ATM ATM · Jl. Pakubuwono VI Jl. Kebayoran Baru No.68 8, RT.3/RW.1 (021) 57899999 (021) 57899999",-6.2393631,106.7837498
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BRI & BNI - Jl. Komp. Kostrad No.2, RT.1/RW.7",ATM BRI & BNI,"Jl. Komp. Kostrad No.2, RT.1/RW.7","5,0 (1) ATM ATM · JL. Darma Putra Raya, Jl. Komp. Kostrad No.2, RT.1/RW.7 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2546648,106.7837326
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI Syariah - Jl. Panglima Polim No.1, RT.2/RW.1",ATM BNI Syariah,"Jl. Panglima Polim No.1, RT.2/RW.1","Tidak ada ulasan ATM ATM · Jl. Panglima Polim No.1, RT.2/RW.1 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2431588,106.8000628
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. Raya Kby. Lama No.86 1, RT.1/RW.11",ATM BNI,"Jl. Raya Kby. Lama No.86 1, RT.1/RW.11","4,5 (2) ATM ATM ·   · Jl. Raya Kby. Lama No.86 1, RT.1/RW.11 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 500046",-6.232033,106.780041
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,ATM BNI SPBU PONDOK INDAH - RT.1/RW.16,ATM BNI SPBU PONDOK INDAH,RT.1/RW.16,"2,5 (4) ATM ATM · RT.1/RW.16 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 57899999",-6.2590872,106.781976
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. Gandaria 1, RT.7/RW.2",ATM BNI,"Jl. Gandaria 1, RT.7/RW.2","4,5 (2) ATM ATM · QQ5Q+678, RS. Muhammadiyah, Jl. Gandaria 1, RT.7/RW.2 (021) 500046 (021) 500046",-6.2419578,106.7882162
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,ATM BNI CIRCLE K CIKAJANG - RT.13/RW.6,ATM BNI CIRCLE K CIKAJANG,RT.13/RW.6,Tidak ada ulasan ATM ATM · RT.13/RW.6 (021) 57899999 (021) 57899999,-6.2423923,106.8098053
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI UNIV. DR. MOESTOPO - Jl. Raya Kebayoran Lama, RT.1/RW.3",ATM BNI UNIV. DR. MOESTOPO,"Jl. Raya Kebayoran Lama, RT.1/RW.3","5,0 (1) ATM ATM · Jl. Raya Kebayoran Lama, RT.1/RW.3 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 57899999",-6.2290943,106.7962751
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,ATM BNI SCBD Drive Thru - RT.1/RW.3,ATM BNI SCBD Drive Thru,RT.1/RW.3,"4,0 (2) ATM ATM · JL Jenderal Sudirman, Kavling 52-53, RT.1/RW.3 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2208303,106.8090779
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI PLAZA ASIA - Jl. Jenderal Sudirman, RT.5/RW.3",ATM BNI PLAZA ASIA,"Jl. Jenderal Sudirman, RT.5/RW.3","Tidak ada ulasan ATM ATM · Jl. Jenderal Sudirman, RT.5/RW.3 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 57899999",-6.225465,106.804999
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM Bank Negara Indonesia (BNI) - Jl. Jenderal Sudirman, Kav. 52-53, Senayan, Kebayoran Baru, RT.5/RW.3",ATM Bank Negara Indonesia (BNI),"Jl. Jenderal Sudirman, Kav. 52-53, Senayan, Kebayoran Baru, RT.5/RW.3","Tidak ada ulasan ATM ATM · Gedung Jakarta Stock Exchange LL Tower,, Jl. Jenderal Sudirman, Kav. 52-53, Senayan, Kebayoran Baru, RT.5/RW.3 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 1500046",-6.2232344,106.8086566
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KLN PLN Pusat - Jalan Trunojoyo Blok M I No.135, RT.6/RW.2",ATM BNI KLN PLN Pusat,"Jalan Trunojoyo Blok M I No.135, RT.6/RW.2","4,0 (1) ATM ATM · Lantai 1, PT. PLN (Persero) Kantor Pusat, Jalan Trunojoyo Blok M I No.135, RT.6/RW.2 Tutup ⋅ Buka Sen pukul 08.00 · (021) 57899999",-6.2405387,106.80331
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI AJB BUMIPUTERA - Jl. Wolter Monginsidi, RT.1/RW.1",ATM BNI AJB BUMIPUTERA,"Jl. Wolter Monginsidi, RT.1/RW.1","Tidak ada ulasan ATM ATM · Jl. Wolter Monginsidi, RT.1/RW.1 (021) 57899999 (021) 57899999",-6.2389813,106.8099064
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. Wolter Monginsidi No.2 Kav. 12-14, RT.2/RW.4",ATM BNI,"Jl. Wolter Monginsidi No.2 Kav. 12-14, RT.2/RW.4","Tidak ada ulasan ATM ATM · Jl. Wolter Monginsidi No.2 Kav. 12-14, RT.2/RW.4 (021) 57899999 (021) 57899999",-6.239183,106.811417
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI Plaza Bapindo - Mandiri Tower - Jl. Jenderal Sudirman No.5 3, RT.5/RW.3",ATM BNI Plaza Bapindo - Mandiri Tower,"Jl. Jenderal Sudirman No.5 3, RT.5/RW.3","4,5 (2) ATM ATM · Mandiri Tower, Plaza Bapindo, Jl. Jenderal Sudirman No.5 3, RT.5/RW.3 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 500046",-6.2241156,106.8078966
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KLN PACIFIC PLACE - Jalan Jend Sudirman Kav 52-53, RT.5/RW.3",ATM BNI KLN PACIFIC PLACE,"Jalan Jend Sudirman Kav 52-53, RT.5/RW.3","5,0 (1) ATM ATM · Jalan Jend Sudirman Kav 52-53, RT.5/RW.3 (021) 57899999 (021) 57899999",-6.2245742,106.8099028
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,ATM PT. Bank Negara Indonesia (Persero) Tbk - RT.3/RW.1,ATM PT. Bank Negara Indonesia (Persero) Tbk,RT.3/RW.1,"Tidak ada ulasan ATM ATM · Pasar Raya Seibu, JL Iskandarsyah, II/2 Blok M, RT.3/RW.1",-6.245126,106.803779
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI GRAND LUCKY SCBD - Jl. Gatot Subroto No.3, RT.5/RW.3",ATM BNI GRAND LUCKY SCBD,"Jl. Gatot Subroto No.3, RT.5/RW.3","Tidak ada ulasan Bank Bank · Jl. Gatot Subroto No.3, RT.5/RW.3 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 57899999",-6.226626,106.80607
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"Bank BNI - Jl. Trunojoyo No.35 6, RT.6/RW.2",Bank BNI,"Jl. Trunojoyo No.35 6, RT.6/RW.2","4,7 (3) ATM ATM · Jl. Trunojoyo No.35 6, RT.6/RW.2 Tutup ⋅ Buka Sen pukul 08.00",-6.240963,106.8037046
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,Atm Bni - RT.4/RW.2,Atm Bni,RT.4/RW.2,"Tidak ada ulasan ATM ATM · QQ5M+675, RT.4/RW.2",-6.2419768,106.7832349
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"Bank BNI Radio Dalam - Jl. Radio Dalam Raya No.24 1, RT.7/RW.4",Bank BNI Radio Dalam,"Jl. Radio Dalam Raya No.24 1, RT.7/RW.4","4,7 (105) ATM ATM ·   · Jl. Radio Dalam Raya No.24 1, RT.7/RW.4 Tutup ⋅ Buka Sen pukul 08.00 · (021) 7234371",-6.2520277,106.7912796
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM PT. Bank Negara Indonesia (Persero) Tbk - Jl. Sultan Hasanudin No.42 2, RT.2/RW.1",ATM PT. Bank Negara Indonesia (Persero) Tbk,"Jl. Sultan Hasanudin No.42 2, RT.2/RW.1","Tidak ada ulasan ATM ATM · Jl. Sultan Hasanudin No.42 2, RT.2/RW.1",-6.2415166,106.8021195
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"Atm Bni Pondok Indah Arteri - Jl. Sultan Iskandar Muda No.25, RT.T.13/RW.2",Atm Bni Pondok Indah Arteri,"Jl. Sultan Iskandar Muda No.25, RT.T.13/RW.2","4,4 (24) Bank Bank · Jl. Sultan Iskandar Muda No.25, RT.T.13/RW.2 Tutup ⋅ Buka Sen pukul 08.00 · (021) 7227885",-6.2523669,106.7819506
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI Bangka Raya - Jl. Bangka Raya No.14 3, RT.14/RW.3",ATM BNI Bangka Raya,"Jl. Bangka Raya No.14 3, RT.14/RW.3","5,0 (1) ATM ATM · ATM BNI, No.40 A, Jl. Bangka Raya No.14 3, RT.14/RW.3 Buka 24 jam Buka 24 jam Buka 24 jam",-6.2460245,106.8156598
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KLN BURSA EFEK INDONESIA - Jl. Jenderal Sudirman No.52-53, RT.5/RW.3",ATM BNI KLN BURSA EFEK INDONESIA,"Jl. Jenderal Sudirman No.52-53, RT.5/RW.3","5,0 (7) ATM ATM · Jl. Jenderal Sudirman No.52-53, RT.5/RW.3 Tutup ⋅ Buka Sen pukul 08.00 · (021) 57899999",-6.2254267,106.8096745
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI RANCH MARKET PD INDAH - Jalan Metro Pondok Indah (PIM 1 Lt 1), Kebayoran Lama, RT.1/RW.16",ATM BNI RANCH MARKET PD INDAH,"Jalan Metro Pondok Indah (PIM 1 Lt 1), Kebayoran Lama, RT.1/RW.16","Tidak ada ulasan ATM ATM · Jalan Metro Pondok Indah (PIM 1 Lt 1), Kebayoran Lama, RT.1/RW.16 (021) 57899999 (021) 57899999",-6.2653472,106.7844916
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI Lotte Mart Fatmawati - Jalan RS. Fatmawati, Gandaria Selatan, Cilandak, RT.8/RW.6",ATM BNI Lotte Mart Fatmawati,"Jalan RS. Fatmawati, Gandaria Selatan, Cilandak, RT.8/RW.6","4,0 (1) ATM ATM · Lotte Mart Fatmawati, Lt. Dasar, Komplek Golden Fatmawati No. 15, Jalan RS. Fatmawati, Gandaria Selatan, Cilandak, RT.8/RW.6 Buka ⋅ Tutup pukul 22.00 · (021) 1500046",-6.275374,106.7974939
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,ATM BNI BNI SYARIAH KCP PANGLIMA POLIM - RT.1/RW.7,ATM BNI BNI SYARIAH KCP PANGLIMA POLIM,RT.1/RW.7,"4,4 (26) ATM ATM · RT.1/RW.7 Tutup ⋅ Buka Sen pukul 09.00 · (021) 57899999",-6.2504508,106.797697
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. Ciputat Raya, RT.4/RW.10",ATM BNI,"Jl. Ciputat Raya, RT.4/RW.10","5,0 (1) ATM ATM · Jl. Ciputat Raya, RT.4/RW.10 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 57899999",-6.2600392,106.776957
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI - Jl. Bangka Raya, RT.5/RW.5",ATM BNI,"Jl. Bangka Raya, RT.5/RW.5","3,5 (2) ATM ATM · Jl. Bangka Raya, RT.5/RW.5 Buka 24 jam Buka 24 jam Buka 24 jam · (021) 57899999",-6.2438856,106.8160715
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI NON TUNAI DPR RI - Jl. Gatot Subroto, RT.5/RW.3",ATM BNI NON TUNAI DPR RI,"Jl. Gatot Subroto, RT.5/RW.3","Tidak ada ulasan ATM ATM · Jl. Gatot Subroto, RT.5/RW.3 (021) 57899999 (021) 57899999",-6.226676,106.810463
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI GOLDEN FATMAWATI - Jl. RS. Fatmawati Raya, RT.3/RW.4",ATM BNI GOLDEN FATMAWATI,"Jl. RS. Fatmawati Raya, RT.3/RW.4","Tidak ada ulasan ATM ATM · Jl. RS. Fatmawati Raya, RT.3/RW.4 (021) 57899999 (021) 57899999",-6.2720162,106.7973759
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"Agence BNI Madagascar - Jl. RS. Fatmawati Raya No.29 1, RT.1/RW.5",Agence BNI Madagascar,"Jl. RS. Fatmawati Raya No.29 1, RT.1/RW.5","Tidak ada ulasan ATM ATM · Jl. RS. Fatmawati Raya No.29 1, RT.1/RW.5 (021) 7342152 (021) 7342152",-6.2570455,106.7966143
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"ATM BNI KLN PIM-2 - Jl. Metro Pondok Indah No.33 1, RT.1/RW.16",ATM BNI KLN PIM-2,"Jl. Metro Pondok Indah No.33 1, RT.1/RW.16","4,6 (28) ATM ATM ·   · Jl. Metro Pondok Indah No.33 1, RT.1/RW.16 Tutup ⋅ Buka Sab pukul 10.00 · (021) 57899999",-6.2657508,106.7830465
DKI Jakarta,Kota Administrasi Jakarta Selatan,Kebayoran Baru,"Bank BNI - Jl. Hang Lekir 2 No.28 9, RT.9/RW.6",Bank BNI,"Jl. Hang Lekir 2 No.28 9, RT.9/RW.6","4,3 (8) ATM ATM · Jl. Hang Lekir 2 No.28 9, RT.9/RW.6 Tutup ⋅ Buka Sen pukul 08.00 · (021) 29419819",-6.2326965,106.7938329
