Provinsi,Kabupaten/Kota,Kecamatan,Name with Street,Original Name,Street Detail,Full Address Info,Latitude,Longitude
ACEH,KAB. BIREUEN,Peusangan,ATM BNI SPBU AMALIA JAHWAJILI,ATM BNI SPBU AMALIA JAHWAJILI,,Bank,5.1919995,96.7017172
ACEH,KAB. BIREUEN,Peusangan,"Galeri ATM BNI, BRI, BRITAMA - ATM · ·5QWQ+J9Q, Jl. Medan Banda Aceh","Galeri ATM BNI, BRI, BRITAMA","ATM · ·5QWQ+J9Q, Jl. Medan Banda Aceh","ATM · ·5QWQ+J9Q, Jl. Medan Banda Aceh",5.1965978,96.7884884
ACEH,KAB. BIREUEN,Peusangan,ATM BNI Cot Ijue - ATM ·6Q45+X9Q,ATM BNI Cot Ijue,ATM ·6Q45+X9Q,ATM ·6Q45+X9Q | Tutup permanen,5.2074554,96.7584809
ACEH,KAB. BIREUEN,Makmur,ATM BNI Telkom Bireuen - Buka 24 jam ·0822-7424-8399,ATM BNI Telkom Bireuen,Buka 24 jam ·0822-7424-8399,ATM ·6P23+GQG | Buka 24 jam ·0822-7424-8399,5.2013118,96.7044461
ACEH,KAB. BIREUEN,Makmur,ATM BNI AL MUSLIM BUSINESS CENTER - Bank ·Jl. Lintas Sumatra,ATM BNI AL MUSLIM BUSINESS CENTER,Bank ·Jl. Lintas Sumatra,Bank ·Jl. Lintas Sumatra | (021) 57899999,5.1965653,96.7888619
ACEH,KAB. BIREUEN,Makmur,ATM BNI KCU BIREUEN-NON TUNAI - Buka 24 jam ·(021) 57899999,ATM BNI KCU BIREUEN-NON TUNAI,Buka 24 jam ·(021) 57899999,ATM | Buka 24 jam ·(021) 57899999,5.1920967,96.70174
ACEH,KAB. BIREUEN,Makmur,ATM BNI KCP TAKENGON - (021) 57899999,ATM BNI KCP TAKENGON,(021) 57899999,Bank | (021) 57899999,5.029986,96.76546
ACEH,KAB. BIREUEN,Makmur,ATM BNI SPBU AMALIA JAHWAJILI,ATM BNI SPBU AMALIA JAHWAJILI,,Bank,5.1919995,96.7017172
ACEH,KAB. BIREUEN,Makmur,Atm BNI - Buka 24 jam,Atm BNI,Buka 24 jam,ATM ·4CGV+2Q7 | Buka 24 jam,5.1250262,97.4444228
ACEH,KAB. BIREUEN,Makmur,"ATM BNI 46 - ATM ·Pasar Gembrong, Jalan Pangkalan Asem, RT.8/RW.2, Cempaka Putih Barat, Cempaka Putih, RT.8/RW.2",ATM BNI 46,"ATM ·Pasar Gembrong, Jalan Pangkalan Asem, RT.8/RW.2, Cempaka Putih Barat, Cempaka Putih, RT.8/RW.2","ATM ·Pasar Gembrong, Jalan Pangkalan Asem, RT.8/RW.2, Cempaka Putih Barat, Cempaka Putih, RT.8/RW.2 | (021) 1500046",-6.1800626,106.8597795
ACEH,KAB. BIREUEN,Makmur,ATM BNI SPBU PALOH LADA - Buka 24 jam ·(021) 57899999,ATM BNI SPBU PALOH LADA,Buka 24 jam ·(021) 57899999,ATM · | Buka 24 jam ·(021) 57899999,5.2394854,97.0102939
ACEH,KAB. BIREUEN,Makmur,"ATM BNI ASEAN ACEH FERTILIZER - ATM ·Komp. Perum PT. AAF, Jl. Krueng Geukueh",ATM BNI ASEAN ACEH FERTILIZER,"ATM ·Komp. Perum PT. AAF, Jl. Krueng Geukueh","ATM ·Komp. Perum PT. AAF, Jl. Krueng Geukueh | Buka 24 jam ·(021) 57899999",5.2366902,97.0191573
ACEH,KAB. BIREUEN,Makmur,ATM BNI SPBU GEUDONG - (021) 57899999,ATM BNI SPBU GEUDONG,(021) 57899999,Bank | (021) 57899999,5.1155104,97.2025444
ACEH,KAB. BIREUEN,Makmur,"ATM BNI Blang Mangat - ATM · ·4588+PX4, Jl. Lintas Medan - Jl. Banda Aceh",ATM BNI Blang Mangat,"ATM · ·4588+PX4, Jl. Lintas Medan - Jl. Banda Aceh","ATM · ·4588+PX4, Jl. Lintas Medan - Jl. Banda Aceh | Buka 24 jam",5.1167665,97.1674482
ACEH,KAB. BIREUEN,Makmur,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. BIREUEN,Makmur,"ATM BERSAMA SPBU Teupin Siron - ATM · ·km240, Desa Kecamatan Gandapura, kodepos 24356, Jl. Lintas Sumatra",ATM BERSAMA SPBU Teupin Siron,"ATM · ·km240, Desa Kecamatan Gandapura, kodepos 24356, Jl. Lintas Sumatra","ATM · ·km240, Desa Kecamatan Gandapura, kodepos 24356, Jl. Lintas Sumatra | Buka 24 jam",5.2357263,96.9065169
ACEH,KAB. BIREUEN,Makmur,ATM BNI KLN PANTON LABU - ATM ·Jl. Teuku Hamzah Bendahara,ATM BNI KLN PANTON LABU,ATM ·Jl. Teuku Hamzah Bendahara,ATM ·Jl. Teuku Hamzah Bendahara | Buka sekarang ·(021) 57899999,5.1207,96.99072
ACEH,KAB. BIREUEN,Gandapura,"ATM BERSAMA SPBU Teupin Siron - ATM · ·km240, Desa Kecamatan Gandapura, kodepos 24356, Jl. Lintas Sumatra",ATM BERSAMA SPBU Teupin Siron,"ATM · ·km240, Desa Kecamatan Gandapura, kodepos 24356, Jl. Lintas Sumatra","ATM · ·km240, Desa Kecamatan Gandapura, kodepos 24356, Jl. Lintas Sumatra | Buka 24 jam",5.2357263,96.9065169
ACEH,KAB. BIREUEN,Gandapura,SPBU Simpang Leubu - Buka 24 jam,SPBU Simpang Leubu,Buka 24 jam,Pom bensin/SPBU ·6VFC+7HR | Buka 24 jam,5.2232375,96.8713906
ACEH,KAB. BIREUEN,Gandapura,ATM BNI Telkom Bireuen - Buka 24 jam ·0822-7424-8399,ATM BNI Telkom Bireuen,Buka 24 jam ·0822-7424-8399,ATM ·6P23+GQG | Buka 24 jam ·0822-7424-8399,5.2013118,96.7044461
ACEH,KAB. BIREUEN,Gandapura,ATM BNI KCU BIREUEN-NON TUNAI - Buka 24 jam ·(021) 57899999,ATM BNI KCU BIREUEN-NON TUNAI,Buka 24 jam ·(021) 57899999,ATM | Buka 24 jam ·(021) 57899999,5.1920967,96.70174
ACEH,KAB. BIREUEN,Gandapura,ATM BNI AL MUSLIM BUSINESS CENTER - ATM ·Jl. Lintas Sumatra,ATM BNI AL MUSLIM BUSINESS CENTER,ATM ·Jl. Lintas Sumatra,ATM ·Jl. Lintas Sumatra | (021) 57899999,5.1965653,96.7888619
ACEH,KAB. BIREUEN,Gandapura,ATM BNI Meunasah Aron - Buka 24 jam,ATM BNI Meunasah Aron,Buka 24 jam,ATM ·7X44+92W | Buka 24 jam,5.2559903,96.9550645
ACEH,KAB. BIREUEN,Gandapura,ATM BNI SPBU AMALIA JAHWAJILI,ATM BNI SPBU AMALIA JAHWAJILI,,ATM,5.1919995,96.7017172
ACEH,KAB. BIREUEN,Gandapura,ATM BNI KCP TAKENGON - (021) 57899999,ATM BNI KCP TAKENGON,(021) 57899999,Bank | (021) 57899999,5.029986,96.76546
ACEH,KAB. BIREUEN,Gandapura,"ATM BNI 46 - ATM ·Pasar Gembrong, Jalan Pangkalan Asem, RT.8/RW.2, Cempaka Putih Barat, Cempaka Putih, RT.8/RW.2",ATM BNI 46,"ATM ·Pasar Gembrong, Jalan Pangkalan Asem, RT.8/RW.2, Cempaka Putih Barat, Cempaka Putih, RT.8/RW.2","ATM ·Pasar Gembrong, Jalan Pangkalan Asem, RT.8/RW.2, Cempaka Putih Barat, Cempaka Putih, RT.8/RW.2 | (021) 1500046",-6.1800626,106.8597795
ACEH,KAB. BIREUEN,Gandapura,ATM BNI SPBU PALOH LADA - Buka 24 jam ·(021) 57899999,ATM BNI SPBU PALOH LADA,Buka 24 jam ·(021) 57899999,ATM · | Buka 24 jam ·(021) 57899999,5.2394854,97.0102939
ACEH,KAB. BIREUEN,Pandrah,ATM BSI SPBU Jeunieb - Buka 24 jam,ATM BSI SPBU Jeunieb,Buka 24 jam,ATM ·5FQX+4FX | Buka 24 jam,5.1878547,96.4987229
ACEH,KAB. BIREUEN,Pandrah,ATM BANK BNI SAMALANGA - ATM ·6949+89W,ATM BANK BNI SAMALANGA,ATM ·6949+89W,ATM ·6949+89W | Tutup permanen,5.2058684,96.3684601
ACEH,KAB. BIREUEN,Juli,ATM BNI KCU BIREUEN-NON TUNAI - Buka 24 jam ·(021) 57899999,ATM BNI KCU BIREUEN-NON TUNAI,Buka 24 jam ·(021) 57899999,ATM | Buka 24 jam ·(021) 57899999,5.1920967,96.70174
ACEH,KAB. BIREUEN,Juli,ATM BNI Telkom Bireuen - Buka 24 jam ·0822-7424-8399,ATM BNI Telkom Bireuen,Buka 24 jam ·0822-7424-8399,ATM ·6P23+GQG | Buka 24 jam ·0822-7424-8399,5.2013118,96.7044461
ACEH,KAB. BIREUEN,Juli,ATM BNI SPBU AMALIA JAHWAJILI,ATM BNI SPBU AMALIA JAHWAJILI,,Bank,5.1919995,96.7017172
ACEH,KAB. BIREUEN,Jangka,ATM BNI KCU BIREUEN-NON TUNAI - Buka 24 jam ·(021) 57899999,ATM BNI KCU BIREUEN-NON TUNAI,Buka 24 jam ·(021) 57899999,ATM | Buka 24 jam ·(021) 57899999,5.1920967,96.70174
ACEH,KAB. BIREUEN,Jangka,ATM BNI AL MUSLIM BUSINESS CENTER - Bank ·Jl. Lintas Sumatra,ATM BNI AL MUSLIM BUSINESS CENTER,Bank ·Jl. Lintas Sumatra,Bank ·Jl. Lintas Sumatra | (021) 57899999,5.1965653,96.7888619
ACEH,KAB. BIREUEN,Jangka,ATM BNI Telkom Bireuen - Buka 24 jam ·0822-7424-8399,ATM BNI Telkom Bireuen,Buka 24 jam ·0822-7424-8399,ATM ·6P23+GQG | Buka 24 jam ·0822-7424-8399,5.2013118,96.7044461
ACEH,KAB. BIREUEN,Jangka,ATM BNI SPBU AMALIA JAHWAJILI,ATM BNI SPBU AMALIA JAHWAJILI,,Bank,5.1919995,96.7017172
ACEH,KAB. BIREUEN,Jangka,"Galeri ATM BNI, BRI, BRITAMA - ATM · ·5QWQ+J9Q, Jl. Medan Banda Aceh","Galeri ATM BNI, BRI, BRITAMA","ATM · ·5QWQ+J9Q, Jl. Medan Banda Aceh","ATM · ·5QWQ+J9Q, Jl. Medan Banda Aceh",5.1965978,96.7884884
ACEH,KAB. BIREUEN,Jangka,ATM BNI Cot Ijue - ATM ·6Q45+X9Q,ATM BNI Cot Ijue,ATM ·6Q45+X9Q,ATM ·6Q45+X9Q | Tutup permanen,5.2074554,96.7584809
ACEH,KAB. BIREUEN,Peulimbang,ATM BNI Telkom Bireuen - Buka 24 jam ·0822-7424-8399,ATM BNI Telkom Bireuen,Buka 24 jam ·0822-7424-8399,ATM ·6P23+GQG | Buka 24 jam ·0822-7424-8399,5.2013118,96.7044461
ACEH,KAB. BIREUEN,Peulimbang,ATM BSI SPBU Jeunieb - Buka 24 jam,ATM BSI SPBU Jeunieb,Buka 24 jam,ATM ·5FQX+4FX | Buka 24 jam,5.1878547,96.4987229
ACEH,KAB. BIREUEN,Peulimbang,ATM BNI KCU BIREUEN-NON TUNAI - Buka 24 jam ·(021) 57899999,ATM BNI KCU BIREUEN-NON TUNAI,Buka 24 jam ·(021) 57899999,ATM | Buka 24 jam ·(021) 57899999,5.1920967,96.70174
ACEH,KAB. BIREUEN,Peulimbang,ATM BNI SPBU AMALIA JAHWAJILI,ATM BNI SPBU AMALIA JAHWAJILI,,ATM,5.1919995,96.7017172
ACEH,KAB. BIREUEN,Kota Juang,ATM BNI KCU BIREUEN-NON TUNAI - Buka 24 jam ·(021) 57899999,ATM BNI KCU BIREUEN-NON TUNAI,Buka 24 jam ·(021) 57899999,ATM | Buka 24 jam ·(021) 57899999,5.1920967,96.70174
ACEH,KAB. BIREUEN,Kota Juang,ATM BNI Telkom Bireuen - Buka 24 jam ·0822-7424-8399,ATM BNI Telkom Bireuen,Buka 24 jam ·0822-7424-8399,ATM ·6P23+GQG | Buka 24 jam ·0822-7424-8399,5.2013118,96.7044461
ACEH,KAB. BIREUEN,Kota Juang,ATM BNI SPBU AMALIA JAHWAJILI,ATM BNI SPBU AMALIA JAHWAJILI,,Bank,5.1919995,96.7017172
ACEH,KAB. BIREUEN,Kuala,ATM BNI Telkom Bireuen - Buka 24 jam ·0822-7424-8399,ATM BNI Telkom Bireuen,Buka 24 jam ·0822-7424-8399,ATM ·6P23+GQG | Buka 24 jam ·0822-7424-8399,5.2013118,96.7044461
ACEH,KAB. BIREUEN,Kuala,ATM BNI KCU BIREUEN-NON TUNAI - Buka 24 jam ·(021) 57899999,ATM BNI KCU BIREUEN-NON TUNAI,Buka 24 jam ·(021) 57899999,ATM | Buka 24 jam ·(021) 57899999,5.1920967,96.70174
ACEH,KAB. BIREUEN,Kuala,ATM BNI SPBU AMALIA JAHWAJILI,ATM BNI SPBU AMALIA JAHWAJILI,,Bank,5.1919995,96.7017172
ACEH,KAB. BIREUEN,Kuala,ATM BNI AL MUSLIM BUSINESS CENTER - Bank ·Jl. Lintas Sumatra,ATM BNI AL MUSLIM BUSINESS CENTER,Bank ·Jl. Lintas Sumatra,Bank ·Jl. Lintas Sumatra | (021) 57899999,5.1965653,96.7888619
ACEH,KAB. BIREUEN,Peusangan Siblah Krueng,ATM BNI KCP TAKENGON - (021) 57899999,ATM BNI KCP TAKENGON,(021) 57899999,Bank | (021) 57899999,5.029986,96.76546
ACEH,KAB. BIREUEN,Peusangan Siblah Krueng,ATM BNI AL MUSLIM BUSINESS CENTER - Bank ·Jl. Lintas Sumatra,ATM BNI AL MUSLIM BUSINESS CENTER,Bank ·Jl. Lintas Sumatra,Bank ·Jl. Lintas Sumatra | (021) 57899999,5.1965653,96.7888619
ACEH,KAB. BIREUEN,Peusangan Siblah Krueng,ATM BNI KCU BIREUEN-NON TUNAI - Buka 24 jam ·(021) 57899999,ATM BNI KCU BIREUEN-NON TUNAI,Buka 24 jam ·(021) 57899999,ATM | Buka 24 jam ·(021) 57899999,5.1920967,96.70174
ACEH,KAB. BIREUEN,Peusangan Siblah Krueng,"Galeri ATM BNI, BRI, BRITAMA - ATM · ·5QWQ+J9Q, Jl. Medan Banda Aceh","Galeri ATM BNI, BRI, BRITAMA","ATM · ·5QWQ+J9Q, Jl. Medan Banda Aceh","ATM · ·5QWQ+J9Q, Jl. Medan Banda Aceh",5.1965978,96.7884884
ACEH,KAB. BIREUEN,Peusangan Selatan,ATM BNI KCP TAKENGON - (021) 57899999,ATM BNI KCP TAKENGON,(021) 57899999,Bank | (021) 57899999,5.029986,96.76546
ACEH,KAB. BIREUEN,Peusangan Selatan,ATM BNI AL MUSLIM BUSINESS CENTER - Bank ·Jl. Lintas Sumatra,ATM BNI AL MUSLIM BUSINESS CENTER,Bank ·Jl. Lintas Sumatra,Bank ·Jl. Lintas Sumatra | (021) 57899999,5.1965653,96.7888619
ACEH,KAB. ACEH BARAT DAYA,Blangpidie,BSI Unit Kota Blangpidie - Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,BSI Unit Kota Blangpidie,Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,Bank · | Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,3.7369443,96.8318013
ACEH,KAB. ACEH BARAT DAYA,Blangpidie,ATM BNI - ATM ·PQQX+PQ7,ATM BNI,ATM ·PQQX+PQ7,ATM ·PQQX+PQ7 | Buka sekarang,3.7392775,96.7994072
ACEH,KAB. ACEH BARAT DAYA,Blangpidie,ATM BSI Unit Kantor Cabang Abdya - Buka 24 jam,ATM BSI Unit Kantor Cabang Abdya,Buka 24 jam,ATM ·PRPJ+FH6 | Buka 24 jam,3.7361618,96.8314003
ACEH,KAB. ACEH BARAT DAYA,Blangpidie,ATM BNI - ATM ·PRRM+F5F,ATM BNI,ATM ·PRRM+F5F,ATM ·PRRM+F5F | Tutup permanen,3.7411806,96.8329234
ACEH,KAB. ACEH BARAT DAYA,Tangan-Tangan,ATM BNI - ATM ·PQQX+PQ7,ATM BNI,ATM ·PQQX+PQ7,ATM ·PQQX+PQ7 | Buka sekarang,3.7392775,96.7994072
ACEH,KAB. ACEH BARAT DAYA,Tangan-Tangan,BSI Unit Kota Blangpidie - Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,BSI Unit Kota Blangpidie,Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,Bank · | Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,3.7369443,96.8318013
ACEH,KAB. ACEH BARAT DAYA,Tangan-Tangan,ATM BNI - ATM ·PRRM+F5F,ATM BNI,ATM ·PRRM+F5F,ATM ·PRRM+F5F | Tutup permanen,3.7411806,96.8329234
ACEH,KAB. ACEH BARAT DAYA,Susoh,"ATM BNI KK CEMPAKA PUTIH - ATM ·Taman Solo, Jl. Cempaka Putih Raya No.101 6, RT.6/RW.7",ATM BNI KK CEMPAKA PUTIH,"ATM ·Taman Solo, Jl. Cempaka Putih Raya No.101 6, RT.6/RW.7","ATM ·Taman Solo, Jl. Cempaka Putih Raya No.101 6, RT.6/RW.7 | (021) 57899999",-6.176147,106.872416
ACEH,KAB. ACEH BARAT DAYA,Susoh,"ATM BNI KCP CEMPAKA PUTIH PERMAI - ATM ·Jl. Letjend Suprapto, RT.6/RW.7",ATM BNI KCP CEMPAKA PUTIH PERMAI,"ATM ·Jl. Letjend Suprapto, RT.6/RW.7","ATM ·Jl. Letjend Suprapto, RT.6/RW.7 | Buka sekarang ·(021) 57899999",-6.176147,106.872416
ACEH,KAB. ACEH BARAT DAYA,Susoh,"ATM BNI APOTIK TAMAN SOLO - ATM ·Jalan Cempaka Putih Raya No.129, Taman Solo, Cempaka Putih, RT.6/RW.7",ATM BNI APOTIK TAMAN SOLO,"ATM ·Jalan Cempaka Putih Raya No.129, Taman Solo, Cempaka Putih, RT.6/RW.7","ATM ·Jalan Cempaka Putih Raya No.129, Taman Solo, Cempaka Putih, RT.6/RW.7 | Buka 24 jam ·(021) 1500046",-6.1761383,106.8729882
ACEH,KAB. ACEH BARAT DAYA,Susoh,"ATM BNI ALFAMART CEMPAKA BARU TIMUR - ATM ·Jalan Raya Cempaka Baru Timur, RT.6/RW.7",ATM BNI ALFAMART CEMPAKA BARU TIMUR,"ATM ·Jalan Raya Cempaka Baru Timur, RT.6/RW.7","ATM ·Jalan Raya Cempaka Baru Timur, RT.6/RW.7 | Buka 24 jam ·(021) 500046",-6.1761787,106.8729279
ACEH,KAB. ACEH BARAT DAYA,Susoh,"ATM Dan Kantor Kas BNI RSIA Berkat Ibu - ATM ·JL.Sumur Batu Raya A3 No.13, RT.8/RW.7",ATM Dan Kantor Kas BNI RSIA Berkat Ibu,"ATM ·JL.Sumur Batu Raya A3 No.13, RT.8/RW.7","ATM ·JL.Sumur Batu Raya A3 No.13, RT.8/RW.7 | Buka sekarang ·(021) 57899999",-6.163463,106.865261
ACEH,KAB. ACEH BARAT DAYA,Kuala Batee,ATM BNI - ATM ·PQQX+PQ7,ATM BNI,ATM ·PQQX+PQ7,ATM ·PQQX+PQ7 | Buka sekarang,3.7392775,96.7994072
ACEH,KAB. ACEH BARAT DAYA,Kuala Batee,ATM BNI RSUD KAB. ACEH BARAT DAYA - Buka sekarang ·(021) 57899999,ATM BNI RSUD KAB. ACEH BARAT DAYA,Buka sekarang ·(021) 57899999,ATM | Buka sekarang ·(021) 57899999,4.138259,96.1296073
ACEH,KAB. ACEH BARAT DAYA,Kuala Batee,BSI Unit Kota Blangpidie - Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,BSI Unit Kota Blangpidie,Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,Bank · | Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,3.7369443,96.8318013
ACEH,KAB. ACEH BARAT DAYA,Kuala Batee,ATM BNI - ATM ·PRRM+F5F,ATM BNI,ATM ·PRRM+F5F,ATM ·PRRM+F5F | Tutup permanen,3.7411806,96.8329234
ACEH,KAB. ACEH BARAT DAYA,Babah Rot,"Bank Aceh Babah Rot - ATM · ·WM4X+437, JL. Blangpidie",Bank Aceh Babah Rot,"ATM · ·WM4X+437, JL. Blangpidie","ATM · ·WM4X+437, JL. Blangpidie",3.9052817,96.6976754
ACEH,KAB. ACEH BARAT DAYA,Babah Rot,ATM BNI - ATM ·PQQX+PQ7,ATM BNI,ATM ·PQQX+PQ7,ATM ·PQQX+PQ7 | Buka sekarang,3.7392775,96.7994072
ACEH,KAB. ACEH BARAT DAYA,Babah Rot,ATM BNI RSUD KAB. ACEH BARAT DAYA - Buka sekarang ·(021) 57899999,ATM BNI RSUD KAB. ACEH BARAT DAYA,Buka sekarang ·(021) 57899999,ATM | Buka sekarang ·(021) 57899999,4.138259,96.1296073
ACEH,KAB. ACEH BARAT DAYA,Babah Rot,PT Cemerlang Abadi - 0822-7588-7810,PT Cemerlang Abadi,0822-7588-7810,Kantor Perusahaan ·VM5V+7FR | 0822-7588-7810,3.8582487,96.6936461
ACEH,KAB. ACEH BARAT DAYA,Babah Rot,BSI Unit Kota Blangpidie - Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,BSI Unit Kota Blangpidie,Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,Bank · | Tutup⋅ Buka Sen pukul 08.00 ·(0659) 92046,3.7369443,96.8318013
ACEH,KAB. ACEH BARAT DAYA,Setia,ATM BNI RSUD KAB. ACEH BARAT DAYA - Buka sekarang ·(021) 57899999,ATM BNI RSUD KAB. ACEH BARAT DAYA,Buka sekarang ·(021) 57899999,ATM | Buka sekarang ·(021) 57899999,4.138259,96.1296073
ACEH,KAB. ACEH BARAT DAYA,Setia,ATM BNI - ATM ·PQQX+PQ7,ATM BNI,ATM ·PQQX+PQ7,ATM ·PQQX+PQ7 | Buka sekarang,3.7392775,96.7994072
ACEH,KAB. ACEH BARAT DAYA,Setia,ATM BNI - ATM ·PRRM+F5F,ATM BNI,ATM ·PRRM+F5F,ATM ·PRRM+F5F | Tutup permanen,3.7411806,96.8329234
ACEH,KAB. ACEH BARAT DAYA,Jeumpa,ATM BNI - ATM ·PQQX+PQ7,ATM BNI,ATM ·PQQX+PQ7,ATM ·PQQX+PQ7 | Buka sekarang,3.7392775,96.7994072
ACEH,KAB. ACEH BARAT DAYA,Jeumpa,ATM BNI - ATM ·PRRM+F5F,ATM BNI,ATM ·PRRM+F5F,ATM ·PRRM+F5F | Tutup permanen,3.7411806,96.8329234
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM BNI KCP CEMPAKA PUTIH PERMAI - ATM ·Jl. Letjend Suprapto, RT.6/RW.7",ATM BNI KCP CEMPAKA PUTIH PERMAI,"ATM ·Jl. Letjend Suprapto, RT.6/RW.7","ATM ·Jl. Letjend Suprapto, RT.6/RW.7 | Buka sekarang ·(021) 57899999",-6.176147,106.872416
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM BNI KK CEMPAKA PUTIH - ATM ·Taman Solo, Jl. Cempaka Putih Raya No.101 6, RT.6/RW.7",ATM BNI KK CEMPAKA PUTIH,"ATM ·Taman Solo, Jl. Cempaka Putih Raya No.101 6, RT.6/RW.7","ATM ·Taman Solo, Jl. Cempaka Putih Raya No.101 6, RT.6/RW.7 | (021) 57899999",-6.176147,106.872416
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM BNI ALFAMART CEMPAKA BARU TIMUR - ATM ·Jalan Raya Cempaka Baru Timur, RT.6/RW.7",ATM BNI ALFAMART CEMPAKA BARU TIMUR,"ATM ·Jalan Raya Cempaka Baru Timur, RT.6/RW.7","ATM ·Jalan Raya Cempaka Baru Timur, RT.6/RW.7 | Buka 24 jam ·(021) 500046",-6.1761787,106.8729279
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM BNI APOTIK TAMAN SOLO - ATM ·Jalan Cempaka Putih Raya No.129, Taman Solo, Cempaka Putih, RT.6/RW.7",ATM BNI APOTIK TAMAN SOLO,"ATM ·Jalan Cempaka Putih Raya No.129, Taman Solo, Cempaka Putih, RT.6/RW.7","ATM ·Jalan Cempaka Putih Raya No.129, Taman Solo, Cempaka Putih, RT.6/RW.7 | Buka 24 jam ·(021) 1500046",-6.1761383,106.8729882
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM BNI - ATM ·RVGG+VGX, Universitas Trisakti, Jl. A.Yani, RT.2/RW.7",ATM BNI,"ATM ·RVGG+VGX, Universitas Trisakti, Jl. A.Yani, RT.2/RW.7","ATM ·RVGG+VGX, Universitas Trisakti, Jl. A.Yani, RT.2/RW.7",-6.1727544,106.8763468
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM BNI 46 - ATM ·Pasar Gembrong, Jalan Pangkalan Asem, RT.8/RW.2, Cempaka Putih Barat, Cempaka Putih, RT.8/RW.2",ATM BNI 46,"ATM ·Pasar Gembrong, Jalan Pangkalan Asem, RT.8/RW.2, Cempaka Putih Barat, Cempaka Putih, RT.8/RW.2","ATM ·Pasar Gembrong, Jalan Pangkalan Asem, RT.8/RW.2, Cempaka Putih Barat, Cempaka Putih, RT.8/RW.2 | (021) 1500046",-6.1800626,106.8597795
ACEH,KAB. GAYO LUES,Blangkejeren,ATM BNI RM SUHARTI JL.PEMUDA - Buka 24 jam ·(021) 57899999,ATM BNI RM SUHARTI JL.PEMUDA,Buka 24 jam ·(021) 57899999,Bank ·RT.2/RW.15 | Buka 24 jam ·(021) 57899999,-6.1926964,106.8821543
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM Bank BNI Hotel Sentral - Bank ·Jl. Pramuka Jati, RT.8/RW.8",ATM Bank BNI Hotel Sentral,"Bank ·Jl. Pramuka Jati, RT.8/RW.8","Bank ·Jl. Pramuka Jati, RT.8/RW.8 | Buka 24 jam ·(021) 57899999",-6.1916525,106.869554
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM BNI JAKARTA GOLF CLUB - ATM ·Jl. R.Mangun Muka Raya, RT.10/RW.13",ATM BNI JAKARTA GOLF CLUB,"ATM ·Jl. R.Mangun Muka Raya, RT.10/RW.13","ATM ·Jl. R.Mangun Muka Raya, RT.10/RW.13 | Buka sekarang ·(021) 57899999",-6.1972524,106.8756881
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM BNI LP3I KAMPUS KRAMAT - ATM ·Jl. Kramat Raya No.7 9, RT.4/RW.2",ATM BNI LP3I KAMPUS KRAMAT,"ATM ·Jl. Kramat Raya No.7 9, RT.4/RW.2","ATM ·Jl. Kramat Raya No.7 9, RT.4/RW.2 | Buka 24 jam ·(021) 57899999",-6.1791105,106.8430097
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM BNI CARREFOUR CEMPAKA MAS - Bank ·Jl. Cempaka Putih Utara 4, RW.8",ATM BNI CARREFOUR CEMPAKA MAS,"Bank ·Jl. Cempaka Putih Utara 4, RW.8","Bank ·Jl. Cempaka Putih Utara 4, RW.8 | (021) 57899999",-6.1658113,106.875349
ACEH,KAB. GAYO LUES,Blangkejeren,ATM BNI transmart CARREFOUR CEMPAKA PUTIH - (021) 57899999,ATM BNI transmart CARREFOUR CEMPAKA PUTIH,(021) 57899999,Bank ·RT.10/RW.7 | (021) 57899999,-6.1688566,106.8773424
ACEH,KAB. GAYO LUES,Blangkejeren,"ATM BNI - ATM ·Universitas Negeri Jkt, Jl. Pemuda No.Raya 11, RT.11/RW.14",ATM BNI,"ATM ·Universitas Negeri Jkt, Jl. Pemuda No.Raya 11, RT.11/RW.14","ATM ·Universitas Negeri Jkt, Jl. Pemuda No.Raya 11, RT.11/RW.14 | Buka 24 jam ·(021) 500046",-6.1931614,106.8803817
