Provinsi,Kabupaten/Kota,Kecamatan,Name with Street,Original Name,Street Detail,Full Address Info,Latitude,Longitude
ACEH,KAB. ACEH SELATAN,Tapaktuan,"ATM Bank Syariah Indonesia - ATM ·754J+758, Jl. Merdeka",ATM Bank Syariah Indonesia,"ATM ·754J+758, Jl. Merdeka","ATM ·754J+758, Jl. Merdeka",3.2556547,97.1804592
ACEH,KAB. ACEH SELATAN,Tapaktuan,"KPPN Tapaktuan - Kantor Pemerintah · ·756R+447, Jalan T. Cut Ali",KPPN Tapaktuan,"Kantor Pemerintah · ·756R+447, Jalan T. Cut Ali","Kantor Pemerintah · ·756R+447, Jalan T. Cut Ali | Tutup⋅ Buka Sen pukul 08.00 ·(0656) 21127",3.2602934,97.1902821
ACEH,KAB. ACEH SELATAN,Tapaktuan,Kantor BNN Kab Aceh Selatan - Kantor Pemerintah · ·Jl. Tgk. Chik Ditiro No.83,Kantor BNN Kab Aceh Selatan,Kantor Pemerintah · ·Jl. Tgk. Chik Ditiro No.83,Kantor Pemerintah · ·Jl. Tgk. Chik Ditiro No.83 | Tutup⋅ Buka Sen pukul 08.00 ·(0656) 322806,3.2584216,97.1781543
ACEH,KAB. ACEH SELATAN,Tapaktuan,"BTPN KCP Tapaktuan - Bank ·Jl. T. Ben Mahmud No. 18, Kel. Hilir, Kec. Tapaktuan",BTPN KCP Tapaktuan,"Bank ·Jl. T. Ben Mahmud No. 18, Kel. Hilir, Kec. Tapaktuan","Bank ·Jl. T. Ben Mahmud No. 18, Kel. Hilir, Kec. Tapaktuan | (0656) 323677",3.2591053,97.1749853
ACEH,KAB. ACEH SELATAN,Tapaktuan,"PT. Bank Aceh Syariah Cabang Tapaktuan - ATM ·Jalan Tapaktuan - Subulussalam No.8, Hilir, Tapak Tuan",PT. Bank Aceh Syariah Cabang Tapaktuan,"ATM ·Jalan Tapaktuan - Subulussalam No.8, Hilir, Tapak Tuan","ATM ·Jalan Tapaktuan - Subulussalam No.8, Hilir, Tapak Tuan | Tutup⋅ Buka Sen pukul 08.00 ·(0656) 21095",3.2538736,97.1777109
ACEH,KAB. ACEH SELATAN,Tapaktuan,ATM Bank Syariah Mandiri - ATM ·Jl. Merdeka No.92 B,ATM Bank Syariah Mandiri,ATM ·Jl. Merdeka No.92 B,ATM ·Jl. Merdeka No.92 B | Buka 24 jam ·(021) 52997755,3.2563568,97.1810206
ACEH,KAB. ACEH SELATAN,Tapaktuan,"ATM MANDIRI - ATM ·754J+22X, Jl. Merdeka",ATM MANDIRI,"ATM ·754J+22X, Jl. Merdeka","ATM ·754J+22X, Jl. Merdeka | Buka 24 jam",3.255108,97.1801204
ACEH,KAB. ACEH SELATAN,Tapaktuan,"Kantor Pelayanan Pajak Pratama Tapak Tuan - Kantor Pelayanan Pajak ·JL T. Ben Mahmud, No. 26, Tapaktuan, 23718",Kantor Pelayanan Pajak Pratama Tapak Tuan,"Kantor Pelayanan Pajak ·JL T. Ben Mahmud, No. 26, Tapaktuan, 23718","Kantor Pelayanan Pajak ·JL T. Ben Mahmud, No. 26, Tapaktuan, 23718 | Tutup⋅ Buka Sen pukul 08.00 ·(0656) 323598",3.2592087,97.1701588
ACEH,KAB. ACEH SELATAN,Trumon,Kec. Trumon - Kabupaten Aceh Selatan,Kec. Trumon,Kabupaten Aceh Selatan,"Kabupaten Aceh Selatan | Aceh | di kecamatan Trumon ·ACEH SELATAN, ACEH",2.8280809,97.6242237
ACEH,KAB. ACEH SELATAN,Labuhan Haji Barat,ATM BSI Labuhanhaji Barat - Buka 24 jam,ATM BSI Labuhanhaji Barat,Buka 24 jam,ATM ·HXGG+857 | Buka 24 jam,3.5757787,96.9754269
ACEH,KAB. ACEH SELATAN,Labuhan Haji Barat,ATM BSI Labuhan Haji - Buka 24 jam,ATM BSI Labuhan Haji,Buka 24 jam,ATM · ·HX4V+8XQ | Buka 24 jam,3.5558461,96.9949713
ACEH,KAB. ACEH SELATAN,Trumon Timur,ATM BNI - ATM · ·2JVC+893,ATM BNI,ATM · ·2JVC+893,ATM · ·2JVC+893,5.0432623,97.6209099
ACEH,KAB. ACEH SELATAN,Trumon Timur,Titi poben - Sekolah ·VP8W+GR9,Titi poben,Sekolah ·VP8W+GR9,Sekolah ·VP8W+GR9,2.8662766,97.7471025
ACEH,KAB. ACEH TENGGARA,Darul Hasanah,ATM BRI UNIT KOTA KUTACANE - Buka 24 jam,ATM BRI UNIT KOTA KUTACANE,Buka 24 jam,"ATM · ·FRP7+72M, Kutacane | Buka 24 jam",3.4857029,97.8125396
ACEH,KAB. ACEH TENGGARA,Darul Hasanah,Bank Aceh Cabang Kutacane - ATM ·Jl. Iskandar Muda No.1,Bank Aceh Cabang Kutacane,ATM ·Jl. Iskandar Muda No.1,ATM ·Jl. Iskandar Muda No.1 | Tutup⋅ Buka Sen pukul 08.00,3.4897348,97.8105601
ACEH,KAB. ACEH TENGGARA,Deleng Pokhkisen,ATM BRI UNIT KOTA KUTACANE - Buka 24 jam,ATM BRI UNIT KOTA KUTACANE,Buka 24 jam,"ATM · ·FRP7+72M, Kutacane | Buka 24 jam",3.4857029,97.8125396
ACEH,KAB. ACEH TENGGARA,Deleng Pokhkisen,Bank Aceh Cabang Kutacane - ATM ·Jl. Iskandar Muda No.1,Bank Aceh Cabang Kutacane,ATM ·Jl. Iskandar Muda No.1,ATM ·Jl. Iskandar Muda No.1 | Tutup⋅ Buka Sen pukul 08.00,3.4897348,97.8105601
ACEH,KAB. ACEH TIMUR,Darul Aman,Atm Bni - Buka 24 jam,Atm Bni,Buka 24 jam,"ATM ·XQ57+26Q, Jl | Buka 24 jam",4.9575945,97.7630941
ACEH,KAB. ACEH TIMUR,Darul Aman,ATM BNI - ATM · ·2JVC+893,ATM BNI,ATM · ·2JVC+893,ATM · ·2JVC+893,5.0432623,97.6209099
ACEH,KAB. ACEH TIMUR,Birem Bayeun,ATM BNI RSUD Langsa - Buka 24 jam ·1 500 046,ATM BNI RSUD Langsa,Buka 24 jam ·1 500 046,ATM ·FX99+WVC | Buka 24 jam ·1 500 046,4.4698048,97.9696262
ACEH,KAB. ACEH TIMUR,Birem Bayeun,ATM BNI KANTOR PLN LANGSA - ATM ·Jalan Ahmad Yani,ATM BNI KANTOR PLN LANGSA,ATM ·Jalan Ahmad Yani,ATM ·Jalan Ahmad Yani | Buka 24 jam ·(021) 57899999,4.4710805,97.9682301
ACEH,KAB. ACEH TIMUR,Birem Bayeun,Bank Syariah Indonesia KC Langsa 2 - Bank · ·Jl. Jenderal Ahmad Yani No.50,Bank Syariah Indonesia KC Langsa 2,Bank · ·Jl. Jenderal Ahmad Yani No.50,Bank · ·Jl. Jenderal Ahmad Yani No.50 | Tutup⋅ Buka Sen pukul 08.00 ·(0641) 21318,4.468147,97.9733454
ACEH,KAB. ACEH TIMUR,Birem Bayeun,ATM BNI TUNAI GALERI KC LANGSA - Bank ·Jl. Jenderal Ahmad Yani,ATM BNI TUNAI GALERI KC LANGSA,Bank ·Jl. Jenderal Ahmad Yani,Bank ·Jl. Jenderal Ahmad Yani | (021) 57899999,4.468234,97.9732807
ACEH,KAB. ACEH TIMUR,Ranto Peureulak,"ATM BNI SPBU KEUMUNENG - ATM ·QVWR+3R6, Keumuning, Peureulak",ATM BNI SPBU KEUMUNENG,"ATM ·QVWR+3R6, Keumuning, Peureulak","ATM ·QVWR+3R6, Keumuning, Peureulak | Tutup sementara",4.7951707,97.8920054
ACEH,KAB. ACEH TIMUR,Ranto Peureulak,Atm Bni - Buka 24 jam,Atm Bni,Buka 24 jam,"ATM ·XQ57+26Q, Jl | Buka 24 jam",4.9575945,97.7630941
ACEH,KAB. ACEH TIMUR,Ranto Peureulak,ATM BANK BRI - Tutup⋅ Buka Sen pukul 08.00,ATM BANK BRI,Tutup⋅ Buka Sen pukul 08.00,ATM · ·RR32+P3F | Tutup⋅ Buka Sen pukul 08.00,4.804308,97.8001726
ACEH,KAB. ACEH TIMUR,Indra Makmu,Atm BNI - Buka 24 jam,Atm BNI,Buka 24 jam,ATM · ·3GH8+C9H | Buka 24 jam,5.078551,97.5159926
ACEH,KAB. ACEH TIMUR,Indra Makmu,ATM BSI - ATM ·WH9V+83R,ATM BSI,ATM ·WH9V+83R,ATM ·WH9V+83R,4.9183556,97.5926285
ACEH,KAB. ACEH TIMUR,Indra Makmu,Atm Bni - Buka 24 jam,Atm Bni,Buka 24 jam,"ATM ·XQ57+26Q, Jl | Buka 24 jam",4.9575945,97.7630941
ACEH,KAB. ACEH TIMUR,Indra Makmu,RPIA Indra Makmu - 0853-2316-9301,RPIA Indra Makmu,0853-2316-9301,Kantor Perusahaan ·WHPX+5C | 0853-2316-9301,4.9354682,97.5985469
ACEH,KAB. ACEH TIMUR,Indra Makmu,Atm BNI - Buka 24 jam,Atm BNI,Buka 24 jam,ATM ·4CGV+2Q7 | Buka 24 jam,5.1250262,97.4444228
ACEH,KAB. ACEH TIMUR,Indra Makmu,ATM BNI SPBU PT HASANOL SADRI MEUNASAH ARON KRUENG MANE - (021) 57899999,ATM BNI SPBU PT HASANOL SADRI MEUNASAH ARON KRUENG MANE,(021) 57899999,ATM | (021) 57899999,5.19752,97.113623
ACEH,KAB. ACEH TIMUR,Indra Makmu,"ATM BNI Blang Mangat - ATM · ·4588+PX4, Jl. Lintas Medan - Jl. Banda Aceh",ATM BNI Blang Mangat,"ATM · ·4588+PX4, Jl. Lintas Medan - Jl. Banda Aceh","ATM · ·4588+PX4, Jl. Lintas Medan - Jl. Banda Aceh | Buka 24 jam",5.1167665,97.1674482
ACEH,KAB. ACEH TIMUR,Indra Makmu,"ATM BNI SPBU KEUMUNENG - ATM ·QVWR+3R6, Keumuning, Peureulak",ATM BNI SPBU KEUMUNENG,"ATM ·QVWR+3R6, Keumuning, Peureulak","ATM ·QVWR+3R6, Keumuning, Peureulak | Tutup sementara",4.7951707,97.8920054
ACEH,KAB. ACEH TIMUR,Peudawa,Atm Bni - Buka 24 jam,Atm Bni,Buka 24 jam,"ATM ·XQ57+26Q, Jl | Buka 24 jam",4.9575945,97.7630941
ACEH,KAB. ACEH TIMUR,Peudawa,Atm BNI - Buka 24 jam,Atm BNI,Buka 24 jam,ATM · ·3GH8+C9H | Buka 24 jam,5.078551,97.5159926
ACEH,KAB. ACEH TIMUR,Peudawa,ATM BNI - ATM · ·2JVC+893,ATM BNI,ATM · ·2JVC+893,ATM · ·2JVC+893,5.0432623,97.6209099
ACEH,KAB. ACEH TIMUR,Peudawa,"ATM BNI SPBU KEUMUNENG - ATM ·QVWR+3R6, Keumuning, Peureulak",ATM BNI SPBU KEUMUNENG,"ATM ·QVWR+3R6, Keumuning, Peureulak","ATM ·QVWR+3R6, Keumuning, Peureulak | Tutup sementara",4.7951707,97.8920054
ACEH,KAB. ACEH TIMUR,Peureulak Barat,"ATM BNI SPBU KEUMUNENG - ATM ·QVWR+3R6, Keumuning, Peureulak",ATM BNI SPBU KEUMUNENG,"ATM ·QVWR+3R6, Keumuning, Peureulak","ATM ·QVWR+3R6, Keumuning, Peureulak | Tutup sementara",4.7951707,97.8920054
ACEH,KAB. ACEH TIMUR,Peureulak Barat,ATM Bank Mandiri - (021) 52997777,ATM Bank Mandiri,(021) 52997777,ATM · ·RV6R+3FW | (021) 52997777,4.8102413,97.8912069
ACEH,KAB. ACEH TIMUR,Sungai Raya,SMP NEGERI 2 SUNGAI RAYA ATIM - Sekolah menengah · ·Jl.Gajah Meuntah KM 2.6,SMP NEGERI 2 SUNGAI RAYA ATIM,Sekolah menengah · ·Jl.Gajah Meuntah KM 2.6,Sekolah menengah · ·Jl.Gajah Meuntah KM 2.6,4.6633145,97.8960933
ACEH,KAB. ACEH TIMUR,Sungai Raya,Sman1 Sungai Raya - Sekolah Menengah Atas · ·SMU Negeri 1 Sungai Raya,Sman1 Sungai Raya,Sekolah Menengah Atas · ·SMU Negeri 1 Sungai Raya,Sekolah Menengah Atas · ·SMU Negeri 1 Sungai Raya,4.6572037,97.9243436
ACEH,KAB. ACEH TIMUR,Sungai Raya,SMP NEGERI 1 SUNGAI RAYA - Sekolah menengah ·SLTP Negeri 1 Sungai Raya,SMP NEGERI 1 SUNGAI RAYA,Sekolah menengah ·SLTP Negeri 1 Sungai Raya,Sekolah menengah ·SLTP Negeri 1 Sungai Raya,4.6704811,97.9155909
ACEH,KAB. ACEH TIMUR,Sungai Raya,"ATM BNI SPBU KEUMUNENG - ATM ·QVWR+3R6, Keumuning, Peureulak",ATM BNI SPBU KEUMUNENG,"ATM ·QVWR+3R6, Keumuning, Peureulak","ATM ·QVWR+3R6, Keumuning, Peureulak | Tutup sementara",4.7951707,97.8920054
ACEH,KAB. ACEH TIMUR,Darul Ihsan,Atm Bni - Buka 24 jam,Atm Bni,Buka 24 jam,"ATM ·XQ57+26Q, Jl | Buka 24 jam",4.9575945,97.7630941
ACEH,KAB. ACEH TIMUR,Darul Ihsan,Polsek Darul Ihsan - Buka 24 jam,Polsek Darul Ihsan,Buka 24 jam,Departemen Sherif ·WQ73+J2X | Buka 24 jam,4.914103,97.7526174
ACEH,KAB. ACEH TENGAH,Linge,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Linge,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Silih Nara,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Silih Nara,ATM BNI RSUD KAB. ACEH BARAT DAYA - Buka sekarang ·(021) 57899999,ATM BNI RSUD KAB. ACEH BARAT DAYA,Buka sekarang ·(021) 57899999,ATM | Buka sekarang ·(021) 57899999,4.138259,96.1296073
ACEH,KAB. ACEH TENGAH,Silih Nara,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Bebesen,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Bebesen,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Bebesen,"ATM Bank Syariah Indonesia - ATM ·JRCV+X9F, Jl. Yos Sudarso",ATM Bank Syariah Indonesia,"ATM ·JRCV+X9F, Jl. Yos Sudarso","ATM ·JRCV+X9F, Jl. Yos Sudarso | Buka 24 jam",4.6224263,96.8434286
ACEH,KAB. ACEH TENGAH,Bebesen,"ATM Bersama - ATM · ·JVP2+F3Q, Jl. Qurata Aini",ATM Bersama,"ATM · ·JVP2+F3Q, Jl. Qurata Aini","ATM · ·JVP2+F3Q, Jl. Qurata Aini | Buka 24 jam",4.6362219,96.850237
ACEH,KAB. ACEH TENGAH,Bebesen,ATM BRI - Buka 24 jam,ATM BRI,Buka 24 jam,ATM · ·JRPV+226 | Buka 24 jam,4.6350455,96.8425147
ACEH,KAB. ACEH TENGAH,Pegasing,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Pegasing,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Pegasing,"Bank BRI - ATM ·JR38+RG7, Jl. Yos Sudarso",Bank BRI,"ATM ·JR38+RG7, Jl. Yos Sudarso","ATM ·JR38+RG7, Jl. Yos Sudarso | Tutup sementara",4.6045486,96.8163112
ACEH,KAB. ACEH TENGAH,Pegasing,"ATM BSI SMART AGENT - ATM ·sp kelaping, Jl Takengon Isaq",ATM BSI SMART AGENT,"ATM ·sp kelaping, Jl Takengon Isaq","ATM ·sp kelaping, Jl Takengon Isaq | Tutup permanen",4.6002769,96.8165348
ACEH,KAB. ACEH TENGAH,Bintang,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Bintang,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Ketol,Bank Aceh KCP Ketol - Tutup⋅ Buka Sen pukul 08.00,Bank Aceh KCP Ketol,Tutup⋅ Buka Sen pukul 08.00,Bank ·PP37+375 | Tutup⋅ Buka Sen pukul 08.00,4.7026411,96.7132451
ACEH,KAB. ACEH TENGAH,Ketol,KANTOR CAMAT KETOL - Kantor Pemerintah · ·PP37+FFP,KANTOR CAMAT KETOL,Kantor Pemerintah · ·PP37+FFP,Kantor Pemerintah · ·PP37+FFP,4.7037141,96.7136957
ACEH,KAB. ACEH TENGAH,Ketol,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Ketol,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,ATM · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Ketol,ATM BNI - ATM ·464V+3FF,ATM BNI,ATM ·464V+3FF,ATM ·464V+3FF | Buka sekarang,5.10519,97.2436589
ACEH,KAB. ACEH TENGAH,Ketol,ATM BNI KCP TAKENGON - (021) 57899999,ATM BNI KCP TAKENGON,(021) 57899999,Bank | (021) 57899999,5.029986,96.76546
ACEH,KAB. ACEH TENGAH,Kebayakan,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Kebayakan,"ATM Bersama - ATM · ·JVP2+F3Q, Jl. Qurata Aini",ATM Bersama,"ATM · ·JVP2+F3Q, Jl. Qurata Aini","ATM · ·JVP2+F3Q, Jl. Qurata Aini | Buka 24 jam",4.6362219,96.850237
ACEH,KAB. ACEH TENGAH,Kebayakan,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,ATM · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Kute Panang,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Kute Panang,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Celala,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Celala,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Laut Tawar,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Laut Tawar,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Atu Lintang,Kec. Atu Lintang - Kabupaten Aceh Tengah,Kec. Atu Lintang,Kabupaten Aceh Tengah,Kabupaten Aceh Tengah | Aceh,4.4471548,96.7737666
ACEH,KAB. ACEH TENGAH,Atu Lintang,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Atu Lintang,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Bies,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH TENGAH,Bies,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Rusip Antara,ATM BNI - ATM ·PQQX+PQ7,ATM BNI,ATM ·PQQX+PQ7,ATM ·PQQX+PQ7 | Buka sekarang,3.7392775,96.7994072
ACEH,KAB. ACEH TENGAH,Rusip Antara,"ATM BNI - ATM ·JVH2+2MR, Jl. Sengeda",ATM BNI,"ATM ·JVH2+2MR, Jl. Sengeda","ATM ·JVH2+2MR, Jl. Sengeda | Buka 24 jam",4.6276109,96.8516512
ACEH,KAB. ACEH TENGAH,Rusip Antara,ATM BNI RSUD KAB. ACEH BARAT DAYA - Buka sekarang ·(021) 57899999,ATM BNI RSUD KAB. ACEH BARAT DAYA,Buka sekarang ·(021) 57899999,ATM | Buka sekarang ·(021) 57899999,4.138259,96.1296073
ACEH,KAB. ACEH TENGAH,Rusip Antara,ATM BNI STAIN GAJAH PUTIH TAKENGON - (021) 57899999,ATM BNI STAIN GAJAH PUTIH TAKENGON,(021) 57899999,Bank · | (021) 57899999,4.622452,96.845277
ACEH,KAB. ACEH BARAT,Johan Pahlawan,ATM Bank BNI - ATM · ·544H+W5C,ATM Bank BNI,ATM · ·544H+W5C,ATM · ·544H+W5C,4.1573084,96.1278828
ACEH,KAB. ACEH BARAT,Johan Pahlawan,ATM BNI KCU MEULABOH - Bank ·Jl. Nasional,ATM BNI KCU MEULABOH,Bank ·Jl. Nasional,Bank ·Jl. Nasional | (021) 57899999,4.150411,96.133005
ACEH,KAB. ACEH BARAT,Johan Pahlawan,ATM BNI Manek Roo - Buka 24 jam,ATM BNI Manek Roo,Buka 24 jam,ATM · ·542G+H58 | Buka 24 jam,4.1514055,96.1254662
ACEH,KAB. ACEH BARAT,Johan Pahlawan,ATM BNI - ATM · ·Jl. Imam Bonjol,ATM BNI,ATM · ·Jl. Imam Bonjol,ATM · ·Jl. Imam Bonjol | (021) 57899999,4.16015,96.1246605
ACEH,KAB. ACEH BARAT,Johan Pahlawan,ATM BNI RSUD KAB. ACEH BARAT DAYA - Buka sekarang ·(021) 57899999,ATM BNI RSUD KAB. ACEH BARAT DAYA,Buka sekarang ·(021) 57899999,ATM | Buka sekarang ·(021) 57899999,4.138259,96.1296073
ACEH,KAB. ACEH BARAT,Johan Pahlawan,ATM BNI - Toko Brunei Electronic - ATM ·Jl. Nasional,ATM BNI - Toko Brunei Electronic,ATM ·Jl. Nasional,ATM ·Jl. Nasional | Buka 24 jam ·(021) 1500046,4.1474518,96.1309645
ACEH,KAB. ACEH BARAT,Kaway XVI,ATM BNI - ATM · ·Jl. Imam Bonjol,ATM BNI,ATM · ·Jl. Imam Bonjol,ATM · ·Jl. Imam Bonjol | (021) 57899999,4.16015,96.1246605
ACEH,KAB. ACEH BARAT,Kaway XVI,ATM Bank BNI - ATM · ·544H+W5C,ATM Bank BNI,ATM · ·544H+W5C,ATM · ·544H+W5C,4.1573084,96.1278828
ACEH,KAB. ACEH BARAT,Kaway XVI,ATM BNI RSUD KAB. ACEH BARAT DAYA - Buka sekarang ·(021) 57899999,ATM BNI RSUD KAB. ACEH BARAT DAYA,Buka sekarang ·(021) 57899999,ATM | Buka sekarang ·(021) 57899999,4.138259,96.1296073
ACEH,KAB. ACEH BARAT,Kaway XVI,ATM BNI Manek Roo - Buka 24 jam,ATM BNI Manek Roo,Buka 24 jam,ATM · ·542G+H58 | Buka 24 jam,4.1514055,96.1254662
ACEH,KAB. ACEH BARAT,Kaway XVI,ATM BNI KCU MEULABOH - Bank ·Jl. Nasional,ATM BNI KCU MEULABOH,Bank ·Jl. Nasional,Bank ·Jl. Nasional | (021) 57899999,4.150411,96.133005
ACEH,KAB. ACEH BARAT,Kaway XVI,ATM BNI - Toko Brunei Electronic - ATM ·Jl. Nasional,ATM BNI - Toko Brunei Electronic,ATM ·Jl. Nasional,ATM ·Jl. Nasional | Buka 24 jam ·(021) 1500046,4.1474518,96.1309645
ACEH,KAB. ACEH BARAT,Kaway XVI,Agen bsi arisman - ATM ·758J+F6F,Agen bsi arisman,ATM ·758J+F6F,ATM ·758J+F6F,4.2661903,96.1805422
ACEH,KAB. ACEH BARAT,Bubon,ATM BNI - ATM ·PQQX+PQ7,ATM BNI,ATM ·PQQX+PQ7,ATM ·PQQX+PQ7 | Buka sekarang,3.7392775,96.7994072
ACEH,KAB. ACEH BARAT,Bubon,ATM BNI - ATM ·6377+6HH,ATM BNI,ATM ·6377+6HH,ATM ·6377+6HH,4.2130717,96.0639693
ACEH,KAB. ACEH BARAT,Bubon,ATM BNI RSUD KAB. ACEH BARAT DAYA - Buka sekarang ·(021) 57899999,ATM BNI RSUD KAB. ACEH BARAT DAYA,Buka sekarang ·(021) 57899999,ATM | Buka sekarang ·(021) 57899999,4.138259,96.1296073
ACEH,KAB. ACEH BARAT,Bubon,ATM BNI Manek Roo - Buka 24 jam,ATM BNI Manek Roo,Buka 24 jam,ATM · ·542G+H58 | Buka 24 jam,4.1514055,96.1254662
ACEH,KAB. ACEH BARAT,Bubon,ATM BNI KCU MEULABOH - Bank ·Jl. Nasional,ATM BNI KCU MEULABOH,Bank ·Jl. Nasional,Bank ·Jl. Nasional | (021) 57899999,4.150411,96.133005
ACEH,KAB. ACEH BARAT,Bubon,ATM BNI - Toko Brunei Electronic - ATM ·Jl. Nasional,ATM BNI - Toko Brunei Electronic,ATM ·Jl. Nasional,ATM ·Jl. Nasional | Buka 24 jam ·(021) 1500046,4.1474518,96.1309645
